Potency Qualifier	Potency vs Parasite (uMol)	Ion Regulation Activity	Ion Regulation Test Set	Smiles	InChI	IChI Key	Origin	ID: OSM Code	ID: MMV	ID: Internal OSM	ID: PubChem	ID: Chembl	ID: Commercial	ID: Other	Single Shot Inhibition %	Alternative EC50 from Chembl (uM)
	0.7185	0	M	CCN(CC)CCN1C(=N)N(CC(O)c2ccc(Cl)c(Cl)c2)c3ccccc13	InChI=1S/C21H26Cl2N4O/c1-3-25(4-2)11-12-26-18-7-5-6-8-19(18)27(21(26)24)14-20(28)15-9-10-16(22)17(23)13-15/h5-10,13,20,24,28H,3-4,11-12,14H2,1-2H3	YTILIDHNOSRDBJ-UHFFFAOYSA-N	Mbox		MMV000248			TCMDC-124062;SJ000018645				0.785066717;0.9074
	0.728	1	M	CCOc1cc(Cl)c(cc1OCC)C(C)NC(=O)c2cccc(OC)c2	InChI=1S/C20H24ClNO4/c1-5-25-18-11-16(17(21)12-19(18)26-6-2)13(3)22-20(23)14-8-7-9-15(10-14)24-4/h7-13H,5-6H2,1-4H3,(H,22,23)	ZWACZQHGJUMQPG-UHFFFAOYSA-N	Mbox		MMV665803			TCMDC-125450				0.956425556
	0.7308			[C@H]1([C@H](N(C1)C1CC1)c1ccc(c(c1)F)F)Oc1cncc2nnc(n12)c1ccc(cc1)OC(F)F	InChI=1S/C24H19F4N5O2/c25-17-8-3-14(9-18(17)26)22-19(12-32(22)15-4-5-15)35-21-11-29-10-20-30-31-23(33(20)21)13-1-6-16(7-2-13)34-24(27)28/h1-3,6-11,15,19,22,24H,4-5,12H2/t19-,22+/m0/s1	WHJQMHNZFFDXED-SIKLNZKXSA-N	OSM S4		MMV672689							
	0.735	0	M	COc1ccc(cc1)C2=CC(=O)Oc3c4CN(Cc5ccc(F)cc5)COc4ccc23	InChI=1S/C25H20FNO4/c1-29-19-8-4-17(5-9-19)21-12-24(28)31-25-20(21)10-11-23-22(25)14-27(15-30-23)13-16-2-6-18(26)7-3-16/h2-12H,13-15H2,1H3	PXYOGWFHUSGTGE-UHFFFAOYSA-N	Mbox		MMV000604			SJ000092540				5.2107
	0.735	0	M	Clc1cc(NC(=O)c2oc(Br)cc2)ccc1N3CCCCC3	InChI=1S/C16H16BrClN2O2/c17-15-7-6-14(22-15)16(21)19-11-4-5-13(12(18)10-11)20-8-2-1-3-9-20/h4-7,10H,1-3,8-9H2,(H,19,21)	DVXXNAVZPFVCHP-UHFFFAOYSA-N	Mbox		MMV019700			TCMDC-124350				0.549454325
	0.738			c1ncc2n(c1Oc1ccc(cc1)C(C)(C)C)c(nn2)c1ccc(cc1)OC(F)F	InChI=1S/C22H20F2N4O2/c1-22(2,3)15-6-10-16(11-7-15)29-19-13-25-12-18-26-27-20(28(18)19)14-4-8-17(9-5-14)30-21(23)24/h4-13,21H,1-3H3	ZOWPQULSJIFHAL-UHFFFAOYSA-N	OSM S4		MMV671648							
	0.745	0	M	O=C(Nc1cccc(c1)C(=O)Nc2cccc(c2)c3nc4ccccc4[nH]3)c5occc5	InChI=1S/C25H18N4O3/c30-24(17-7-4-9-19(15-17)27-25(31)22-12-5-13-32-22)26-18-8-3-6-16(14-18)23-28-20-10-1-2-11-21(20)29-23/h1-15H,(H,26,30)(H,27,31)(H,28,29)	WFJMXMMPYVXLFE-UHFFFAOYSA-N	Mbox		MMV665883			TCMDC-125185				0.360209668
	0.746	0	M	CCOc1cc2CCNC(c3cc(Cl)ccc3O)c2cc1OCC	InChI=1S/C19H22ClNO3/c1-3-23-17-9-12-7-8-21-19(14(12)11-18(17)24-4-2)15-10-13(20)5-6-16(15)22/h5-6,9-11,19,21-22H,3-4,7-8H2,1-2H3	BCFBJGOOAHACFI-UHFFFAOYSA-N	Mbox		MMV000478			GNF-Pf-4603;SJ000053107				0.404;0.8976
	0.7555	0	M	CC1CC(C)CN(C1)C(=O)c2ccc(Cl)cc2Cl	InChI=1S/C14H17Cl2NO/c1-9-5-10(2)8-17(7-9)14(18)12-4-3-11(15)6-13(12)16/h3-4,6,9-10H,5,7-8H2,1-2H3	AGNPAMOKUJCURB-UHFFFAOYSA-N	Mbox		MMV001344			SJ000298272				1.3211
	0.769	0	M	CC1CCCCC1NCC(O)Cn2c(C)c(C)c3ccccc23	InChI=1S/C20H30N2O/c1-14-8-4-6-10-19(14)21-12-17(23)13-22-16(3)15(2)18-9-5-7-11-20(18)22/h5,7,9,11,14,17,19,21,23H,4,6,8,10,12-13H2,1-3H3	GDDCYANZONIPGV-UHFFFAOYSA-N	Mbox		MMV665806			SJ000113184				0.5273
	0.771	0	M	Cc1[nH]c(cc1C(=O)NC2CCN(Cc3ccccc3)CC2)c4ccc(F)cc4	InChI=1S/C24H26FN3O/c1-17-22(15-23(26-17)19-7-9-20(25)10-8-19)24(29)27-21-11-13-28(14-12-21)16-18-5-3-2-4-6-18/h2-10,15,21,26H,11-14,16H2,1H3,(H,27,29)	LOQNUBSFUPCIAL-UHFFFAOYSA-N	Mbox		MMV019738			TCMDC-124396				1.129950484
	0.7744	0.5	B	O=C(NC1=CC(Cl)=CC=C1C)C2=CN=CC(N23)=NN=C3C4=CC=C(OC(F)F)C=C4	InChI=1S/C20H14ClF2N5O2/c1-11-2-5-13(21)8-15(11)25-19(29)16-9-24-10-17-26-27-18(28(16)17)12-3-6-14(7-4-12)30-20(22)23/h2-10,20H,1H3,(H,25,29)	QKXZFYOMVFGRGS-UHFFFAOYSA-N	OSM S4	OSM-S-254	MMV675947	TM 26-1						
	0.776	0	M	C(Nc1nc(Nc2ccccc2)nc3ccccc13)c4ccccc4	InChI=1S/C21H18N4/c1-3-9-16(10-4-1)15-22-20-18-13-7-8-14-19(18)24-21(25-20)23-17-11-5-2-6-12-17/h1-14H,15H2,(H2,22,23,24,25)	TZQBMINEPXWUBX-UHFFFAOYSA-N	Mbox		MMV006169			GNF-Pf-4180				0.1579
	0.782	0	M	COc1cc(cc(OC)c1OC)C(=O)ON=C(N)Cc2cccc3ccccc23	InChI=1S/C22H22N2O5/c1-26-18-11-16(12-19(27-2)21(18)28-3)22(25)29-24-20(23)13-15-9-6-8-14-7-4-5-10-17(14)15/h4-12H,13H2,1-3H3,(H2,23,24)	ADZFTCMTEDATTQ-UHFFFAOYSA-N	Mbox		MMV666687			GNF-Pf-4689				0.2796
	0.795	0	M	OCCCCN1C(=O)c2ccc3C(=O)N(CCCCO)C(=O)c4ccc(C1=O)c2c34	InChI=1S/C22H22N2O6/c25-11-3-1-9-23-19(27)13-5-7-15-18-16(8-6-14(17(13)18)20(23)28)22(30)24(21(15)29)10-2-4-12-26/h5-8,25-26H,1-4,9-12H2	XZBVMYTVRGGDKI-UHFFFAOYSA-N	Mbox		MMV009085			GNF-Pf-3184				0.354
	0.8005	0	M	Clc1cc(Br)ccc1c2oc(CNCC3CCNCC3)cc2	InChI=1S/C17H20BrClN2O/c18-13-1-3-15(16(19)9-13)17-4-2-14(22-17)11-21-10-12-5-7-20-8-6-12/h1-4,9,12,20-21H,5-8,10-11H2	VFFXYVJKHGENTG-UHFFFAOYSA-N	Mbox		MMV019918			TCMDC-124617				1.505109065
	0.814	0	M	COc1ccccc1C(=O)ON=C(N)Cc2cccc3ccccc23	InChI=1S/C20H18N2O3/c1-24-18-12-5-4-11-17(18)20(23)25-22-19(21)13-15-9-6-8-14-7-2-3-10-16(14)15/h2-12H,13H2,1H3,(H2,21,22)	JQINXLFRYGCJDZ-UHFFFAOYSA-N	Mbox		MMV666686			GNF-Pf-4558				0.352
	0.826	0	M	O=C(Nc1ccc(cc1)C23CC4CC(CC(C4)(C2)c5ccccc5)C3)c6cccs6	InChI=1S/C27H27NOS/c29-25(24-7-4-12-30-24)28-23-10-8-22(9-11-23)27-16-19-13-20(17-27)15-26(14-19,18-27)21-5-2-1-3-6-21/h1-12,19-20H,13-18H2,(H,28,29)	YZWSNRVLZSNSPQ-UHFFFAOYSA-N	Mbox		MMV007574			GNF-Pf-4509				0.645
	0.83	0	M	COc1ccc(cc1)C(=O)NC(c2ccccc2Cl)c3cc(Cl)c4cccnc4c3O	InChI=1S/C24H18Cl2N2O3/c1-31-15-10-8-14(9-11-15)24(30)28-21(16-5-2-3-7-19(16)25)18-13-20(26)17-6-4-12-27-22(17)23(18)29/h2-13,21,29H,1H3,(H,28,30)	XXIXVRIIZYQKQQ-UHFFFAOYSA-N	Mbox		MMV666022			GNF-Pf-3837				2.369
	0.83			c1ncc2cnc(n2c1OCCc1cc(c(cc1)F)F)c1ccc(cc1)Cl	InChI=1S/C20H14ClF2N3O/c21-15-4-2-14(3-5-15)20-25-11-16-10-24-12-19(26(16)20)27-8-7-13-1-6-17(22)18(23)9-13/h1-6,9-12H,7-8H2	JHORUMGXLQTHAD-UHFFFAOYSA-N	OSM S4	OSM-S-274	MMV670250							
	0.832	0	M	n1(CCc2ccccc2F)c3c(nc4c(cccc4)n3)c(C(=O)NCC(C)C)c1N	InChI=1S/C23H24FN5O/c1-14(2)13-26-23(30)19-20-22(28-18-10-6-5-9-17(18)27-20)29(21(19)25)12-11-15-7-3-4-8-16(15)24/h3-10,14H,11-13,25H2,1-2H3,(H,26,30)	IJOORSDTADHPIO-UHFFFAOYSA-N	Mbox		MMV396744			NA				NA
	0.8355	0	M	Cc1nc2ccccc2c(O)c1CC=C(Cl)Cl	InChI=1S/C13H11Cl2NO/c1-8-9(6-7-12(14)15)13(17)10-4-2-3-5-11(10)16-8/h2-5,7H,6H2,1H3,(H,16,17)	JNLBPEFJUBUZMX-UHFFFAOYSA-N	Mbox		MMV665994			GNF-Pf-4439				0.498
	0.838	0	M	Clc1ccc(cc1Cl)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3	InChI=1S/C20H13Cl2N3O/c21-15-10-7-13(11-16(15)22)20(26)23-14-8-5-12(6-9-14)19-24-17-3-1-2-4-18(17)25-19/h1-11H,(H,23,26)(H,24,25)	DIEQMPSZRNQVTH-UHFFFAOYSA-N	Mbox		MMV665840			GNF-Pf-3147				0.523
	0.8392			c1ncc2n(c1Oc1ccc3c(c1)cc(c(c3)F)F)c(nn2)c1ccc(cc1)OC(F)F	InChI=1S/C22H12F4N4O2/c23-17-8-13-3-6-16(7-14(13)9-18(17)24)31-20-11-27-10-19-28-29-21(30(19)20)12-1-4-15(5-2-12)32-22(25)26/h1-11,22H	NJZAMAPESVYMRZ-UHFFFAOYSA-N	OSM S4		MMV672940							
	0.842	0	M	Nc1ccc(cc1)c2nc3cc(Oc4ccc(Oc5ccc6[nH]c(nc6c5)c7ccc(N)cc7)cc4)ccc3[nH]2	InChI=1S/C32H24N6O2/c33-21-5-1-19(2-6-21)31-35-27-15-13-25(17-29(27)37-31)39-23-9-11-24(12-10-23)40-26-14-16-28-30(18-26)38-32(36-28)20-3-7-22(34)8-4-20/h1-18H,33-34H2,(H,35,37)(H,36,38)	LDGHXXCRHWODHH-UHFFFAOYSA-N	Mbox		MMV011895			GNF-Pf-3264				0.2884
	0.843	0	M	CCCCNCC(O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2	InChI=1S/C18H21Cl2NO/c1-2-3-12-21-13-18(22,14-4-8-16(19)9-5-14)15-6-10-17(20)11-7-15/h4-11,21-22H,2-3,12-13H2,1H3	MNENUMVAFKDMEM-UHFFFAOYSA-N	Mbox		MMV665929			GNF-Pf-4934				0.72
	0.845	0	M	COc1ccc(cc1)C2Sc3ccccc3N=C4C2=C(O)c5ccccc45	InChI=1S/C23H17NO2S/c1-26-15-12-10-14(11-13-15)23-20-21(16-6-2-3-7-17(16)22(20)25)24-18-8-4-5-9-19(18)27-23/h2-13,23,25H,1H3	HXUXYRJTNVKJTO-UHFFFAOYSA-N	Mbox		MMV000563			GNF-Pf-5129				0.2383
	0.846	0	M	Clc1ccc2OC(=O)C=C(NC3CCN(CCCc4ccccc4)CC3)c2c1	InChI=1S/C23H25ClN2O2/c24-18-8-9-22-20(15-18)21(16-23(27)28-22)25-19-10-13-26(14-11-19)12-4-7-17-5-2-1-3-6-17/h1-3,5-6,8-9,15-16,19,25H,4,7,10-14H2	DBVHRKVRLJTZND-UHFFFAOYSA-N	Mbox		MMV665786			GNF-Pf-2217				0.408
	0.85			c1ncc2n(c1OCCc1cc(c(cc1)F)F)c(nn2)Nc1cc(c(cc1)F)F	InChI=1S/C19H13F4N5O/c20-13-3-1-11(7-15(13)22)5-6-29-18-10-24-9-17-26-27-19(28(17)18)25-12-2-4-14(21)16(23)8-12/h1-4,7-10H,5-6H2,(H,25,27)	MBKZMCLRDLFTKO-UHFFFAOYSA-N	OSM S4		MMV669006							
	0.854	0	M	n1c(NCCO)c2c(cccc2)nc1Nc3cccc(OC)c3	InChI=1S/C17H18N4O2/c1-23-13-6-4-5-12(11-13)19-17-20-15-8-3-2-7-14(15)16(21-17)18-9-10-22/h2-8,11,22H,9-10H2,1H3,(H2,18,19,20,21)	HPFVQAYLQOSFOL-UHFFFAOYSA-N	Mbox		MMV011944			GNF-Pf-3383;TCMDC-124573				0.1146;0.150725395
	0.871	0	M	CC(=O)Nc1nnc(SCc2c(C)cc(cc2C)C(C)(C)C)s1	InChI=1S/C17H23N3OS2/c1-10-7-13(17(4,5)6)8-11(2)14(10)9-22-16-20-19-15(23-16)18-12(3)21/h7-8H,9H2,1-6H3,(H,18,19,21)	VOKMGBFTXWFEQZ-UHFFFAOYSA-N	Mbox		MMV020700			TCMDC-125446				0.704454111
	0.8755	0	M	CN(C)CCCNCc1oc(cc1)c2ccc(F)c(Cl)c2	InChI=1S/C16H20ClFN2O/c1-20(2)9-3-8-19-11-13-5-7-16(21-13)12-4-6-15(18)14(17)10-12/h4-7,10,19H,3,8-9,11H2,1-2H3	YIQFCULBVMFGTR-UHFFFAOYSA-N	Mbox		MMV020505			TCMDC-125238				0.801795361
	0.89	0	M	C12=C(c3c(cccc3)C1=O)Nc4c(cccc4)SC2c5ccccc5	InChI=1S/C22H15NOS/c24-21-16-11-5-4-10-15(16)20-19(21)22(14-8-2-1-3-9-14)25-18-13-7-6-12-17(18)23-20/h1-13,22-23H	VJIWWQYBJJTYSK-UHFFFAOYSA-N	Mbox		MMV645672			NA				NA
	0.8905	0	M	Clc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCc3occc3	InChI=1S/C17H19ClN2O4S/c18-14-3-5-16(6-4-14)25(22,23)20-9-7-13(8-10-20)17(21)19-12-15-2-1-11-24-15/h1-6,11,13H,7-10,12H2,(H,19,21)	LETUQHBGUBCUTE-UHFFFAOYSA-N	Mbox		MMV006188			GNF-Pf-4692				0.514
	0.893	0	M	OC(CN1C(=N)N(CCN2CCCCC2)c3ccccc13)c4cccc(Br)c4	InChI=1S/C22H27BrN4O/c23-18-8-6-7-17(15-18)21(28)16-27-20-10-3-2-9-19(20)26(22(27)24)14-13-25-11-4-1-5-12-25/h2-3,6-10,15,21,24,28H,1,4-5,11-14,16H2	BGNXMDRDUPEAQZ-UHFFFAOYSA-N	Mbox		MMV665902			TCMDC-125140				1.135533534
	0.898	0	M	c1(sc(cc2c(c3CC2)c4ccc3)c4n1)NC(=O)c(cc5OC)cc(OC)c5OC	InChI=1S/C23H20N2O4S/c1-27-16-9-14(10-17(28-2)21(16)29-3)22(26)25-23-24-20-15-6-4-5-12-7-8-13(19(12)15)11-18(20)30-23/h4-6,9-11H,7-8H2,1-3H3,(H,24,25,26)	FXAACWMPVQEXMR-UHFFFAOYSA-N	Mbox		MMV396665			NA				NA
	0.9018	0.5	B	O=C(NC1=C(F)C(Cl)=CC=C1)C2=CN=CC(N23)=NN=C3C4=CC=C(OC(F)F)C=C4	InChI=1S/C19H11ClF3N5O2/c20-12-2-1-3-13(16(12)21)25-18(29)14-8-24-9-15-26-27-17(28(14)15)10-4-6-11(7-5-10)30-19(22)23/h1-9,19H,(H,25,29)	WBRLFZGDBUVKSB-UHFFFAOYSA-N	OSM S4	OSM-S-204	MMV675946	TM 19-2					24	
	0.906	0	M	CC1=CC(=O)Oc2c1ccc3oc(C(=O)c4ccc(C)cc4)c(C)c23	InChI=1S/C21H16O4/c1-11-4-6-14(7-5-11)19(23)20-13(3)18-16(24-20)9-8-15-12(2)10-17(22)25-21(15)18/h4-10H,1-3H3	AMDACVCCXDZOTC-UHFFFAOYSA-N	Mbox		MMV086103			TCMDC-125583				1.026892859
	0.912	0	M	COc1ccc(OC)c(c1)C2C3=C(CC(C)(C)CC3=O)N(C4=C2C(=O)CC(C)(C)C4)c5ccc(Cl)c(Cl)c5	InChI=1S/C31H33Cl2NO4/c1-30(2)13-22-28(24(35)15-30)27(19-12-18(37-5)8-10-26(19)38-6)29-23(14-31(3,4)16-25(29)36)34(22)17-7-9-20(32)21(33)11-17/h7-12,27H,13-16H2,1-6H3	KYWAOSYDNLSUNS-UHFFFAOYSA-N	Mbox		MMV007208			GNF-Pf-4392				0.43
	0.916	0	M	c([nH]nc1c2c(O)cc(C)c(Cl)c2)(C3=O)c1C(c4ccccc4F)N3CCc(cc5)ccc5OC	InChI=1S/C27H23ClFN3O3/c1-15-13-22(33)19(14-20(15)28)24-23-25(31-30-24)27(34)32(26(23)18-5-3-4-6-21(18)29)12-11-16-7-9-17(35-2)10-8-16/h3-10,13-14,26,33H,11-12H2,1-2H3,(H,30,31)	VPVZJFQMADAAFG-UHFFFAOYSA-N	Mbox		MMV396717			NA				NA
	0.927	0	M	COc1cc2cc(C(=O)Nc3ccccc3)c(N)nc2cc1OC	InChI=1S/C18H17N3O3/c1-23-15-9-11-8-13(17(19)21-14(11)10-16(15)24-2)18(22)20-12-6-4-3-5-7-12/h3-10H,1-2H3,(H2,19,21)(H,20,22)	DXTQMJCEDQUJSJ-UHFFFAOYSA-N	Mbox		MMV006767			GNF-Pf-3828;TCMDC-123992				0.409;1.129870807
	0.928	1	M	C12(Nc(cccc3)c3c4n1c5c(cccc5)n4)C(=O)Nc(ccc(OC)c6)c26	InChI=1S/C22H16N4O2/c1-28-13-10-11-17-15(12-13)22(21(27)24-17)25-16-7-3-2-6-14(16)20-23-18-8-4-5-9-19(18)26(20)22/h2-12,25H,1H3,(H,24,27)	OKNYPLINMPVUFV-UHFFFAOYSA-N	Mbox		MMV396749			NA				NA
	0.928	1	C	FC(F)OC(C=C1)=CC=C1C2=NN=C3C=NC=C(OCCC4=CC=C(OC)C=C4)N32	InChI=1S/C21H18F2N4O3/c1-28-16-6-2-14(3-7-16)10-11-29-19-13-24-12-18-25-26-20(27(18)19)15-4-8-17(9-5-15)30-21(22)23/h2-9,12-13,21H,10-11H2,1H3	LPQFPIUFNNSFCQ-UHFFFAOYSA-N	OSM S4	OSM-S-384	MMV897712	EGT 148-1						
	0.929	0	M	c1(c(cnn1c2cccc(C)c2)C(=O)N3)N=C3n4nc(C)cc4NC(=O)c5cc(cccc6)c6o5	InChI=1S/C25H19N7O3/c1-14-6-5-8-17(10-14)31-22-18(13-26-31)23(33)29-25(28-22)32-21(11-15(2)30-32)27-24(34)20-12-16-7-3-4-9-19(16)35-20/h3-13H,1-2H3,(H,27,34)(H,28,29,33)	DGDUVGYPWBZNBG-UHFFFAOYSA-N	Mbox		MMV403679			NA				NA
	0.93	0.5	Lit	O=C1C2=CC=CC=C2[C@@H](C(NC3=CC(C#N)=C(F)C=C3)=O)[C@H](C4=CN=CC=C4)N1CC(F)(F)F	InChI=1S/C24H16F4N4O2/c25-19-8-7-16(10-15(19)11-29)31-22(33)20-17-5-1-2-6-18(17)23(34)32(13-24(26,27)28)21(20)14-4-3-9-30-12-14/h1-10,12,20-21H,13H2,(H,31,33)/t20-,21+/m1/s1	VKCPFWKTFZAOTO-RTWAWAEBSA-N	Guy							(-)-SJ733		
	0.9345	0	M	COc1ccc(cc1CN2CCN(CC2)c3ccc(F)cc3)C4NCCc5c4[nH]c6ccccc56	InChI=1S/C29H31FN4O/c1-35-27-11-6-20(28-29-25(12-13-31-28)24-4-2-3-5-26(24)32-29)18-21(27)19-33-14-16-34(17-15-33)23-9-7-22(30)8-10-23/h2-11,18,28,31-32H,12-17,19H2,1H3	SUVBDWQXLWTGRI-UHFFFAOYSA-N	Mbox		MMV019690			TCMDC-124340				0.776498929
	0.939	0	M	Brc1ccc(cc1)S(=O)(=O)N2CCC(CC2)C(=O)NCc3occc3	InChI=1S/C17H19BrN2O4S/c18-14-3-5-16(6-4-14)25(22,23)20-9-7-13(8-10-20)17(21)19-12-15-2-1-11-24-15/h1-6,11,13H,7-10,12H2,(H,19,21)	KKCUGKFGLMOMPX-UHFFFAOYSA-N	Mbox		MMV007430			GNF-Pf-4287				0.362
	0.939	0	M	N1C(c2cccc(cccc3)c23)C(CC=C4)C4c5c1c(Cl)ccc5C(OC)=O	InChI=1S/C24H20ClNO2/c1-28-24(27)19-12-13-20(25)23-21(19)16-9-5-11-18(16)22(26-23)17-10-4-7-14-6-2-3-8-15(14)17/h2-10,12-13,16,18,22,26H,11H2,1H3	HWGSLBXHTZZQOT-UHFFFAOYSA-N	Mbox		MMV667489			NA				NA
	0.941	0	M	CCOc1ccc(cc1)C2N(C)c3ccccc3N2C	InChI=1S/C17H20N2O/c1-4-20-14-11-9-13(10-12-14)17-18(2)15-7-5-6-8-16(15)19(17)3/h5-12,17H,4H2,1-3H3	NAUNGXOLCAXCQZ-UHFFFAOYSA-N	Mbox		MMV075490			GNF-Pf-2450;SJ000001130				0.2495;15
	0.944	0	M	Clc1ccc2c(ccnc2c1)N3CCCC3	InChI=1S/C13H13ClN2/c14-10-3-4-11-12(9-10)15-6-5-13(11)16-7-1-2-8-16/h3-6,9H,1-2,7-8H2	RKVBRQUSBUXPGZ-UHFFFAOYSA-N	Mbox		MMV007363			GNF-Pf-5088				0.2833
	0.9465	0	M	CC(C)(C)c1ccc(cc1)C2CC(=C3C(N(C(=O)c4ccccc4Cl)c5ccccc5N=C3C2)c6ccc(F)cc6)O	InChI=1S/C36H32ClFN2O2/c1-36(2,3)25-16-12-22(13-17-25)24-20-30-33(32(41)21-24)34(23-14-18-26(38)19-15-23)40(31-11-7-6-10-29(31)39-30)35(42)27-8-4-5-9-28(27)37/h4-19,24,34,41H,20-21H2,1-3H3	DCYHFXPFOLJRAD-UHFFFAOYSA-N	Mbox		MMV011436			GNF-Pf-2300				2.63
	0.947	0	M	Cc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)C(=O)NCc5cccs5)cc1	InChI=1S/C26H28N4OS/c1-19-8-10-20(11-9-19)18-30-24-7-3-2-6-23(24)28-26(30)29-14-12-21(13-15-29)25(31)27-17-22-5-4-16-32-22/h2-11,16,21H,12-15,17-18H2,1H3,(H,27,31)	AOAJAGJXWRKYKA-UHFFFAOYSA-N	Mbox		MMV007564			GNF-Pf-4877;TCMDC-124400				0.529;0.747727586
	0.959	0	M	n12c(nc(c3ccc(Cl)s3)cc1C(F)(F)F)cc(C(=O)NC(CC4)CCN4Cc5ccccc5)n2	InChI=1S/C24H21ClF3N5OS/c25-21-7-6-19(35-21)17-12-20(24(26,27)28)33-22(30-17)13-18(31-33)23(34)29-16-8-10-32(11-9-16)14-15-4-2-1-3-5-15/h1-7,12-13,16H,8-11,14H2,(H,29,34)	BOJAXOHWYZMMKZ-UHFFFAOYSA-N	Mbox		MMV396635			NA				NA
	0.959	0	M	n1(nc(C)cc1NC(=O)c(cccc2C(F)(F)F)c2)c3scc(c(ccc(OCO4)c45)c5)n3	InChI=1S/C22H15F3N4O3S/c1-12-7-19(27-20(30)14-3-2-4-15(8-14)22(23,24)25)29(28-12)21-26-16(10-33-21)13-5-6-17-18(9-13)32-11-31-17/h2-10H,11H2,1H3,(H,27,30)	ZGEHZPOONRJVHB-UHFFFAOYSA-N	Mbox		MMV396681			NA				NA
	0.969	0	M	COc1ccc2nc(C)cc(Nc3cccc(O)c3)c2c1	InChI=1S/C17H16N2O2/c1-11-8-17(19-12-4-3-5-13(20)9-12)15-10-14(21-2)6-7-16(15)18-11/h3-10,20H,1-2H3,(H,18,19)	UPYOCTHZNIUVDK-UHFFFAOYSA-N	Mbox		MMV008212			GNF-Pf-4202				0.2284
	0.994	0	M	CN1C(N(C)c2ccccc12)c3ccc4OCOc4c3	InChI=1S/C16H16N2O2/c1-17-12-5-3-4-6-13(12)18(2)16(17)11-7-8-14-15(9-11)20-10-19-14/h3-9,16H,10H2,1-2H3	BADRXCZZUGMXDN-UHFFFAOYSA-N	Mbox		MMV666009			GNF-Pf-420				1.117
	0.995	0	M	Clc1ccc(C=CC2=NC(=O)c3ccccc3O2)cc1	InChI=1S/C16H10ClNO2/c17-12-8-5-11(6-9-12)7-10-15-18-16(19)13-3-1-2-4-14(13)20-15/h1-10H	KOEIWNUJWJSLHO-UHFFFAOYSA-N	Mbox		MMV007977			GNF-Pf-3717;GNF-Pf-287				1.104;1.853
	1	0	M	n1c(N)c2c(cccc2)nc1Nc3cccc(F)c3	InChI=1S/C14H11FN4/c15-9-4-3-5-10(8-9)17-14-18-12-7-2-1-6-11(12)13(16)19-14/h1-8H,(H3,16,17,18,19)	GMSVPBCCVMQLIL-UHFFFAOYSA-N	Mbox		MMV080034			NA				NA
	1	0	M	CCN1C(=Nc2ccccc2C1=O)SCC(=O)Nc3cc(ccc3Cl)C(F)(F)F	InChI=1S/C19H15ClF3N3O2S/c1-2-26-17(28)12-5-3-4-6-14(12)25-18(26)29-10-16(27)24-15-9-11(19(21,22)23)7-8-13(15)20/h3-9H,2,10H2,1H3,(H,24,27)	CCICOXSOKKGTBB-UHFFFAOYSA-N	Mbox		MMV666103			TCMDC-125426				0.396638965
	1.005	0	M	CC1CC2=C(CC1CNCCCN(C)C)C(C)(C)CCC2	InChI=1S/C19H36N2/c1-15-12-16-8-6-9-19(2,3)18(16)13-17(15)14-20-10-7-11-21(4)5/h15,17,20H,6-14H2,1-5H3	YKGNLEQTTOPKRJ-UHFFFAOYSA-N	Mbox		MMV665830			GNF-Pf-1379				0.2497
	1.01	0	M	n(CC(CNCCOC)O)(c1c2cc(Cl)cc1)c3c2cc(Cl)cc3	InChI=1S/C18H20Cl2N2O2/c1-24-7-6-21-10-14(23)11-22-17-4-2-12(19)8-15(17)16-9-13(20)3-5-18(16)22/h2-5,8-9,14,21,23H,6-7,10-11H2,1H3	DSIQFIHYYDCOLI-UHFFFAOYSA-N	Mbox		MMV019017			TCMDC-123535				0.051963352
	1.01	0	M	Clc1ccc2nc(cc(C(=O)NC3CCN(Cc4ccccc4)CC3)c2c1)c5cccnc5	InChI=1S/C27H25ClN4O/c28-21-8-9-25-23(15-21)24(16-26(31-25)20-7-4-12-29-17-20)27(33)30-22-10-13-32(14-11-22)18-19-5-2-1-3-6-19/h1-9,12,15-17,22H,10-11,13-14,18H2,(H,30,33)	UVUCEFFMTRFLDP-UHFFFAOYSA-N	Mbox		MMV020490			TCMDC-125223				0.759488024
	1.01	0	M	n12c(cc(C(C)(C)C)n1)nc(CCN3Cc4ccccc4OCC)c(C3)c2O	InChI=1S/C22H28N4O2/c1-5-28-18-9-7-6-8-15(18)13-25-11-10-17-16(14-25)21(27)26-20(23-17)12-19(24-26)22(2,3)4/h6-9,12,27H,5,10-11,13-14H2,1-4H3	COULAVLDMWPPTB-UHFFFAOYSA-N	Mbox		MMV396595			NA				NA
	1.01	0	M	O=C(Nc1cccc(c1)C2=NCCN2)Nc3cccc(c3)C4=NCCN4	InChI=1S/C19H20N6O/c26-19(24-15-5-1-3-13(11-15)17-20-7-8-21-17)25-16-6-2-4-14(12-16)18-22-9-10-23-18/h1-6,11-12H,7-10H2,(H,20,21)(H,22,23)(H2,24,25,26)	SCEVFJUWLLRELN-UHFFFAOYSA-N	Mbox		MMV665810			TCMDC-124304;SJ000113875				0.419334795;1.8908
